-5.307187500000000000000000000000000000000000000000000000000000000000000000000105e-01 -5.229140624999999999999999999999999999999999999999999999999999999999999999999992e-01 2.990446142084048260458517105267404446644255580954229088840726956230085907016975e-01 3.031274171427665359916852956024492178790067301241273322934435544671593933140549e-01 0
-5.229140625000000000000000000000000000000000000000000000000000000000000000000078e-01 -5.151093749999999999999999999999999999999999999999999999999999999999999999999965e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893401e-01 2.990446142084048260458517105267404446644255580954229088840726956230085907017018e-01 0
-5.229140625000000000000000000000000000000000000000000000000000000000000000000078e-01 -5.151093749999999999999999999999999999999999999999999999999999999999999999999965e-01 2.990446142084048260458517105267404446644255580954229088840726956230085907016975e-01 3.031274171427665359916852956024492178790067301241273322934435544671593933140549e-01 1
-5.307187500000000000000000000000000000000000000000000000000000000000000000000105e-01 -5.229140624999999999999999999999999999999999999999999999999999999999999999999992e-01 3.031274171427665359916852956024492178790067301241273322934435544671593933140463e-01 3.072102200771282459375188806781579910935879021528317557028144133113101959263993e-01 1
-5.307187500000000000000000000000000000000000000000000000000000000000000000000105e-01 -5.229140624999999999999999999999999999999999999999999999999999999999999999999992e-01 3.07210220077128245937518880678157991093587902152831755702814413311310195926395e-01 3.112930230114899558833524657538667643081690741815361791121852721554609985387524e-01 1
-5.229140625000000000000000000000000000000000000000000000000000000000000000000078e-01 -5.151093749999999999999999999999999999999999999999999999999999999999999999999965e-01 3.031274171427665359916852956024492178790067301241273322934435544671593933140463e-01 3.072102200771282459375188806781579910935879021528317557028144133113101959263993e-01 1
-5.229140625000000000000000000000000000000000000000000000000000000000000000000078e-01 -5.151093749999999999999999999999999999999999999999999999999999999999999999999965e-01 3.07210220077128245937518880678157991093587902152831755702814413311310195926395e-01 3.112930230114899558833524657538667643081690741815361791121852721554609985387524e-01 1
-5.151093750000000000000000000000000000000000000000000000000000000000000000000051e-01 -4.995000000000000000000000000000000000000000000000000000000000000000000000000084e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893401e-01 3.031274171427665359916852956024492178790067301241273322934435544671593933140506e-01 1
-5.151093750000000000000000000000000000000000000000000000000000000000000000000051e-01 -4.995000000000000000000000000000000000000000000000000000000000000000000000000084e-01 3.031274171427665359916852956024492178790067301241273322934435544671593933140463e-01 3.112930230114899558833524657538667643081690741815361791121852721554609985387524e-01 1
-5.307187500000000000000000000000000000000000000000000000000000000000000000000105e-01 -4.995000000000000000000000000000000000000000000000000000000000000000000000000084e-01 3.112930230114899558833524657538667643081690741815361791121852721554609985387481e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881604e-01 1
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.317070376832985056125203911324106303810749343250582961590395663762150116005135e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128752e-01 0
-5.77546875000000000000000000000000000000000000000000000000000000000000000000018e-01 -5.697421874999999999999999999999999999999999999999999999999999999999999999999981e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252153e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375727e-01 0
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128666e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252196e-01 0
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252153e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375727e-01 0
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.480382494207453453958547314352457232393996224398759897965230017528182220499215e-01 3.521210523551070553416883165109544964539807944685804132058938605969690246622745e-01 0
-5.931562500000000000000000000000000000000000000000000000000000000000000000000061e-01 -5.853515625000000000000000000000000000000000000000000000000000000000000000000035e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746233e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 0
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.521210523551070553416883165109544964539807944685804132058938605969690246622659e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746276e-01 0
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746233e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 0
-5.77546875000000000000000000000000000000000000000000000000000000000000000000018e-01 -5.697421874999999999999999999999999999999999999999999999999999999999999999999981e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375684e-01 3.480382494207453453958547314352457232393996224398759897965230017528182220499258e-01 0
-5.77546875000000000000000000000000000000000000000000000000000000000000000000018e-01 -5.697421874999999999999999999999999999999999999999999999999999999999999999999981e-01 3.480382494207453453958547314352457232393996224398759897965230017528182220499215e-01 3.521210523551070553416883165109544964539807944685804132058938605969690246622745e-01 0
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375684e-01 3.480382494207453453958547314352457232393996224398759897965230017528182220499258e-01 1
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.480382494207453453958547314352457232393996224398759897965230017528182220499215e-01 3.521210523551070553416883165109544964539807944685804132058938605969690246622745e-01 1
-5.77546875000000000000000000000000000000000000000000000000000000000000000000018e-01 -5.697421874999999999999999999999999999999999999999999999999999999999999999999981e-01 3.521210523551070553416883165109544964539807944685804132058938605969690246622659e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746276e-01 1
-5.77546875000000000000000000000000000000000000000000000000000000000000000000018e-01 -5.697421874999999999999999999999999999999999999999999999999999999999999999999981e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746233e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 1
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.521210523551070553416883165109544964539807944685804132058938605969690246622659e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746276e-01 1
-5.697421875000000000000000000000000000000000000000000000000000000000000000000067e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.562038552894687652875219015866632696685619664972848366152647194411198272746233e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 1
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.643694611581921851791890717380808160977243105546936834340064371294214324993338e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116955e-01 0
-6.087656250000000000000000000000000000000000000000000000000000000000000000000029e-01 -6.009609374999999999999999999999999999999999999999999999999999999999999999999916e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240356e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 0
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240399e-01 0
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240356e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 0
-6.165703125000000000000000000000000000000000000000000000000000000000000000000142e-01 -6.087656249999999999999999999999999999999999999999999999999999999999999999999943e-01 3.807006728956390249625234120409159089560489986695113770714898725060246429487461e-01 3.847834758300007349083569971166246821706301706982158004808607313501754455611035e-01 0
-6.243750000000000000000000000000000000000000000000000000000000000000000000000169e-01 -6.165703125000000000000000000000000000000000000000000000000000000000000000000056e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734436e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 0
-6.165703125000000000000000000000000000000000000000000000000000000000000000000142e-01 -6.087656249999999999999999999999999999999999999999999999999999999999999999999943e-01 3.847834758300007349083569971166246821706301706982158004808607313501754455610949e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734479e-01 0
-6.165703125000000000000000000000000000000000000000000000000000000000000000000142e-01 -6.087656249999999999999999999999999999999999999999999999999999999999999999999943e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734436e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 0
-6.087656250000000000000000000000000000000000000000000000000000000000000000000029e-01 -6.009609374999999999999999999999999999999999999999999999999999999999999999999916e-01 3.766178699612773150166898269652071357414678266408069536621190136618738403363887e-01 3.807006728956390249625234120409159089560489986695113770714898725060246429487504e-01 0
-6.087656250000000000000000000000000000000000000000000000000000000000000000000029e-01 -6.009609374999999999999999999999999999999999999999999999999999999999999999999916e-01 3.807006728956390249625234120409159089560489986695113770714898725060246429487461e-01 3.847834758300007349083569971166246821706301706982158004808607313501754455611035e-01 0
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.766178699612773150166898269652071357414678266408069536621190136618738403363887e-01 3.807006728956390249625234120409159089560489986695113770714898725060246429487504e-01 1
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.807006728956390249625234120409159089560489986695113770714898725060246429487461e-01 3.847834758300007349083569971166246821706301706982158004808607313501754455611035e-01 1
-6.087656250000000000000000000000000000000000000000000000000000000000000000000029e-01 -6.009609374999999999999999999999999999999999999999999999999999999999999999999916e-01 3.847834758300007349083569971166246821706301706982158004808607313501754455610949e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734479e-01 1
-6.087656250000000000000000000000000000000000000000000000000000000000000000000029e-01 -6.009609374999999999999999999999999999999999999999999999999999999999999999999916e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734436e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.847834758300007349083569971166246821706301706982158004808607313501754455610949e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734479e-01 1
-6.009609375000000000000000000000000000000000000000000000000000000000000000000002e-01 -5.931562499999999999999999999999999999999999999999999999999999999999999999999889e-01 3.888662787643624448541905821923334553852113427269202238902315901943262481734436e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-5.931562500000000000000000000000000000000000000000000000000000000000000000000061e-01 -5.853515625000000000000000000000000000000000000000000000000000000000000000000035e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.643694611581921851791890717380808160977243105546936834340064371294214324993381e-01 0
-5.931562500000000000000000000000000000000000000000000000000000000000000000000061e-01 -5.853515625000000000000000000000000000000000000000000000000000000000000000000035e-01 3.643694611581921851791890717380808160977243105546936834340064371294214324993338e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116955e-01 0
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.643694611581921851791890717380808160977243105546936834340064371294214324993381e-01 1
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.643694611581921851791890717380808160977243105546936834340064371294214324993338e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116955e-01 1
-5.931562500000000000000000000000000000000000000000000000000000000000000000000061e-01 -5.853515625000000000000000000000000000000000000000000000000000000000000000000035e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240399e-01 1
-5.931562500000000000000000000000000000000000000000000000000000000000000000000061e-01 -5.853515625000000000000000000000000000000000000000000000000000000000000000000035e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240356e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 1
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240399e-01 1
-5.853515625000000000000000000000000000000000000000000000000000000000000000000121e-01 -5.775468750000000000000000000000000000000000000000000000000000000000000000000008e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240356e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 1
-5.775468750000000000000000000000000000000000000000000000000000000000000000000094e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116912e-01 1
-5.775468750000000000000000000000000000000000000000000000000000000000000000000094e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 1
-5.931562500000000000000000000000000000000000000000000000000000000000000000000061e-01 -5.619374999999999999999999999999999999999999999999999999999999999999999999999954e-01 3.766178699612773150166898269652071357414678266408069536621190136618738403363887e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-5.619375000000000000000000000000000000000000000000000000000000000000000000000126e-01 -5.541328125000000000000000000000000000000000000000000000000000000000000000000013e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.317070376832985056125203911324106303810749343250582961590395663762150116005178e-01 0
-5.619375000000000000000000000000000000000000000000000000000000000000000000000126e-01 -5.541328125000000000000000000000000000000000000000000000000000000000000000000013e-01 3.317070376832985056125203911324106303810749343250582961590395663762150116005135e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128752e-01 0
-5.541328125000000000000000000000000000000000000000000000000000000000000000000099e-01 -5.463281250000000000000000000000000000000000000000000000000000000000000000000073e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.317070376832985056125203911324106303810749343250582961590395663762150116005178e-01 1
-5.541328125000000000000000000000000000000000000000000000000000000000000000000099e-01 -5.463281250000000000000000000000000000000000000000000000000000000000000000000073e-01 3.317070376832985056125203911324106303810749343250582961590395663762150116005135e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128752e-01 1
-5.619375000000000000000000000000000000000000000000000000000000000000000000000126e-01 -5.541328125000000000000000000000000000000000000000000000000000000000000000000013e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128666e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252196e-01 1
-5.619375000000000000000000000000000000000000000000000000000000000000000000000126e-01 -5.541328125000000000000000000000000000000000000000000000000000000000000000000013e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252153e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375727e-01 1
-5.541328125000000000000000000000000000000000000000000000000000000000000000000099e-01 -5.463281250000000000000000000000000000000000000000000000000000000000000000000073e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128666e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252196e-01 1
-5.541328125000000000000000000000000000000000000000000000000000000000000000000099e-01 -5.463281250000000000000000000000000000000000000000000000000000000000000000000073e-01 3.398726435520219255041875612838281768102372783824671429777812840645166168252153e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375727e-01 1
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-01 -5.307187500000000000000000000000000000000000000000000000000000000000000000000019e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128709e-01 1
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-01 -5.307187500000000000000000000000000000000000000000000000000000000000000000000019e-01 3.357898406176602155583539762081194035956561063537627195684104252203658142128666e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375727e-01 1
-5.619375000000000000000000000000000000000000000000000000000000000000000000000126e-01 -5.307187500000000000000000000000000000000000000000000000000000000000000000000019e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375684e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 1
-5.307187500000000000000000000000000000000000000000000000000000000000000000000105e-01 -4.995000000000000000000000000000000000000000000000000000000000000000000000000084e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375727e-01 1
-5.307187500000000000000000000000000000000000000000000000000000000000000000000105e-01 -4.995000000000000000000000000000000000000000000000000000000000000000000000000084e-01 3.439554464863836354500211463595369500248184504111715663871521429086674194375684e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 1
-5.619375000000000000000000000000000000000000000000000000000000000000000000000126e-01 -4.995000000000000000000000000000000000000000000000000000000000000000000000000084e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-6.321796875000000000000000000000000000000000000000000000000000000000000000000023e-01 -6.243750000000000000000000000000000000000000000000000000000000000000000000000083e-01 3.970318846330858647458577523437510018143736867843290707089733078826278533981498e-01 4.011146875674475746916913374194597750289548588130334941183441667267786560105028e-01 0
-6.39984375000000000000000000000000000000000000000000000000000000000000000000005e-01 -6.321796874999999999999999999999999999999999999999999999999999999999999999999937e-01 4.051974905018092846375249224951685482435360308417379175277150255709294586228516e-01 4.09280293436170994583358507570877321458117202870442340937085884415080261235209e-01 0
-6.321796875000000000000000000000000000000000000000000000000000000000000000000023e-01 -6.243750000000000000000000000000000000000000000000000000000000000000000000000083e-01 4.011146875674475746916913374194597750289548588130334941183441667267786560104942e-01 4.051974905018092846375249224951685482435360308417379175277150255709294586228559e-01 0
-6.321796875000000000000000000000000000000000000000000000000000000000000000000023e-01 -6.243750000000000000000000000000000000000000000000000000000000000000000000000083e-01 4.051974905018092846375249224951685482435360308417379175277150255709294586228516e-01 4.09280293436170994583358507570877321458117202870442340937085884415080261235209e-01 0
-6.477890624999999999999999999999999999999999999999999999999999999999999999999991e-01 -6.399843749999999999999999999999999999999999999999999999999999999999999999999878e-01 4.133630963705327045291920926465860946726983748991467643464567432592310638475578e-01 4.174458993048944144750256777222948678872795469278511877558276021033818664599108e-01 0
-6.555937500000000000000000000000000000000000000000000000000000000000000000000104e-01 -6.477890624999999999999999999999999999999999999999999999999999999999999999999905e-01 4.215287022392561244208592627980036411018607189565556111651984609475326690722596e-01 4.256115051736178343666928478737124143164418909852600345745693197916834716846213e-01 0
