-3.902343750000000000000000000000000000000000000000000000000000000000000000000106e-02 -3.121875000000000000000000000000000000000000000000000000000000000000000000000025e-02 1.928917379150003674541784985583123410853150853491079002404303656750877227805434e-01 1.969745408493620774000120836340211142998962573778123236498012245192385253928986e-01 0
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -1.56093750000000000000000000000000000000000000000000000000000000000000000000004e-02 1.643121173744683978333434030283509285832468811481769363748343537660321044940805e-01 1.724777232431918177250105731797684750124092252055857831935760714543337097187866e-01 1
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -2.341406250000000000000000000000000000000000000000000000000000000000000000000053e-02 1.724777232431918177250105731797684750124092252055857831935760714543337097187845e-01 1.765605261775535276708441582554772482269903972342902066029469302984845123311397e-01 1
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -2.341406250000000000000000000000000000000000000000000000000000000000000000000053e-02 1.765605261775535276708441582554772482269903972342902066029469302984845123311376e-01 1.806433291119152376166777433311860214415715692629946300123177891426353149434906e-01 1
-2.34140625000000000000000000000000000000000000000000000000000000000000000000008e-02 -1.56093750000000000000000000000000000000000000000000000000000000000000000000004e-02 1.724777232431918177250105731797684750124092252055857831935760714543337097187845e-01 1.765605261775535276708441582554772482269903972342902066029469302984845123311397e-01 1
-2.34140625000000000000000000000000000000000000000000000000000000000000000000008e-02 -1.56093750000000000000000000000000000000000000000000000000000000000000000000004e-02 1.765605261775535276708441582554772482269903972342902066029469302984845123311376e-01 1.806433291119152376166777433311860214415715692629946300123177891426353149434906e-01 0
-1.560937500000000000000000000000000000000000000000000000000000000000000000000053e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000266e-03 1.643121173744683978333434030283509285832468811481769363748343537660321044940805e-01 1.683949203088301077791769881040597017978280531768813597842052126101829071064357e-01 1
-1.560937500000000000000000000000000000000000000000000000000000000000000000000053e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000266e-03 1.683949203088301077791769881040597017978280531768813597842052126101829071064336e-01 1.724777232431918177250105731797684750124092252055857831935760714543337097187866e-01 1
-7.804687500000000000000000000000000000000000000000000000000000000000000000000333e-03 0.000000000000000000000000000000000000000000000000000000000000000000000000000000 1.643121173744683978333434030283509285832468811481769363748343537660321044940805e-01 1.683949203088301077791769881040597017978280531768813597842052126101829071064357e-01 0
-7.804687500000000000000000000000000000000000000000000000000000000000000000000333e-03 0.000000000000000000000000000000000000000000000000000000000000000000000000000000 1.683949203088301077791769881040597017978280531768813597842052126101829071064336e-01 1.724777232431918177250105731797684750124092252055857831935760714543337097187866e-01 0
-1.560937500000000000000000000000000000000000000000000000000000000000000000000053e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000266e-03 1.724777232431918177250105731797684750124092252055857831935760714543337097187845e-01 1.765605261775535276708441582554772482269903972342902066029469302984845123311397e-01 0
-1.560937500000000000000000000000000000000000000000000000000000000000000000000053e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000266e-03 1.765605261775535276708441582554772482269903972342902066029469302984845123311376e-01 1.806433291119152376166777433311860214415715692629946300123177891426353149434906e-01 0
-7.804687500000000000000000000000000000000000000000000000000000000000000000000333e-03 0.000000000000000000000000000000000000000000000000000000000000000000000000000000 1.724777232431918177250105731797684750124092252055857831935760714543337097187845e-01 1.765605261775535276708441582554772482269903972342902066029469302984845123311397e-01 0
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -2.341406250000000000000000000000000000000000000000000000000000000000000000000053e-02 1.806433291119152376166777433311860214415715692629946300123177891426353149434885e-01 1.847261320462769475625113284068947946561527412916990534216886479867861175558415e-01 1
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -2.341406250000000000000000000000000000000000000000000000000000000000000000000053e-02 1.847261320462769475625113284068947946561527412916990534216886479867861175558394e-01 1.888089349806386575083449134826035678707339133204034768310595068309369201681946e-01 0
-2.34140625000000000000000000000000000000000000000000000000000000000000000000008e-02 -1.56093750000000000000000000000000000000000000000000000000000000000000000000004e-02 1.806433291119152376166777433311860214415715692629946300123177891426353149434885e-01 1.847261320462769475625113284068947946561527412916990534216886479867861175558415e-01 0
-2.34140625000000000000000000000000000000000000000000000000000000000000000000008e-02 -1.56093750000000000000000000000000000000000000000000000000000000000000000000004e-02 1.847261320462769475625113284068947946561527412916990534216886479867861175558394e-01 1.888089349806386575083449134826035678707339133204034768310595068309369201681946e-01 0
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -2.341406250000000000000000000000000000000000000000000000000000000000000000000053e-02 1.888089349806386575083449134826035678707339133204034768310595068309369201681925e-01 1.928917379150003674541784985583123410853150853491079002404303656750877227805455e-01 0
-3.121875000000000000000000000000000000000000000000000000000000000000000000000106e-02 -2.341406250000000000000000000000000000000000000000000000000000000000000000000053e-02 1.928917379150003674541784985583123410853150853491079002404303656750877227805434e-01 1.969745408493620774000120836340211142998962573778123236498012245192385253928986e-01 0
-1.560937500000000000000000000000000000000000000000000000000000000000000000000053e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000266e-03 1.806433291119152376166777433311860214415715692629946300123177891426353149434885e-01 1.847261320462769475625113284068947946561527412916990534216886479867861175558415e-01 0
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 1.969745408493620774000120836340211142998962573778123236498012245192385253928965e-01 2.133057525868089171833464239368562071582209454926300172872846598958417358423066e-01 1
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 2.133057525868089171833464239368562071582209454926300172872846598958417358423045e-01 2.296369643242557569666807642396913000165456336074477109247680952724449462917124e-01 1
-9.365625000000000000000000000000000000000000000000000000000000000000000000000319e-02 -6.243750000000000000000000000000000000000000000000000000000000000000000000000104e-02 1.969745408493620774000120836340211142998962573778123236498012245192385253928965e-01 2.133057525868089171833464239368562071582209454926300172872846598958417358423066e-01 1
-9.365625000000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000212e-02 2.133057525868089171833464239368562071582209454926300172872846598958417358423045e-01 2.214713584555323370750135940882737535873832895500388641060263775841433410670106e-01 1
-9.365625000000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000212e-02 2.214713584555323370750135940882737535873832895500388641060263775841433410670085e-01 2.296369643242557569666807642396913000165456336074477109247680952724449462917124e-01 1
-7.804687500000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.02421875000000000000000000000000000000000000000000000000000000000000000000005e-02 2.133057525868089171833464239368562071582209454926300172872846598958417358423045e-01 2.173885555211706271291800090125649803728021175213344406966555187399925384546575e-01 1
-7.804687500000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.02421875000000000000000000000000000000000000000000000000000000000000000000005e-02 2.173885555211706271291800090125649803728021175213344406966555187399925384546554e-01 2.214713584555323370750135940882737535873832895500388641060263775841433410670106e-01 1
-7.024218750000000000000000000000000000000000000000000000000000000000000000000158e-02 -6.243750000000000000000000000000000000000000000000000000000000000000000000000051e-02 2.133057525868089171833464239368562071582209454926300172872846598958417358423045e-01 2.173885555211706271291800090125649803728021175213344406966555187399925384546575e-01 1
-7.024218750000000000000000000000000000000000000000000000000000000000000000000158e-02 -6.243750000000000000000000000000000000000000000000000000000000000000000000000051e-02 2.173885555211706271291800090125649803728021175213344406966555187399925384546554e-01 2.214713584555323370750135940882737535873832895500388641060263775841433410670106e-01 0
-7.804687500000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.02421875000000000000000000000000000000000000000000000000000000000000000000005e-02 2.214713584555323370750135940882737535873832895500388641060263775841433410670085e-01 2.255541613898940470208471791639825268019644615787432875153972364282941436793615e-01 0
-7.804687500000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.02421875000000000000000000000000000000000000000000000000000000000000000000005e-02 2.255541613898940470208471791639825268019644615787432875153972364282941436793594e-01 2.296369643242557569666807642396913000165456336074477109247680952724449462917124e-01 0
-7.024218750000000000000000000000000000000000000000000000000000000000000000000158e-02 -6.243750000000000000000000000000000000000000000000000000000000000000000000000051e-02 2.214713584555323370750135940882737535873832895500388641060263775841433410670085e-01 2.255541613898940470208471791639825268019644615787432875153972364282941436793615e-01 0
-7.024218750000000000000000000000000000000000000000000000000000000000000000000158e-02 -6.243750000000000000000000000000000000000000000000000000000000000000000000000051e-02 2.255541613898940470208471791639825268019644615787432875153972364282941436793594e-01 2.296369643242557569666807642396913000165456336074477109247680952724449462917124e-01 0
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -1.092656250000000000000000000000000000000000000000000000000000000000000000000032e-01 2.296369643242557569666807642396913000165456336074477109247680952724449462917103e-01 2.378025701929791768583479343911088464457079776648565577435098129607465515164164e-01 1
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -1.092656250000000000000000000000000000000000000000000000000000000000000000000032e-01 2.378025701929791768583479343911088464457079776648565577435098129607465515164143e-01 2.459681760617025967500151045425263928748703217222654045622515306490481567411204e-01 1
-1.092656250000000000000000000000000000000000000000000000000000000000000000000043e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 2.296369643242557569666807642396913000165456336074477109247680952724449462917103e-01 2.378025701929791768583479343911088464457079776648565577435098129607465515164164e-01 1
-1.092656250000000000000000000000000000000000000000000000000000000000000000000053e-01 -1.014609375000000000000000000000000000000000000000000000000000000000000000000016e-01 2.378025701929791768583479343911088464457079776648565577435098129607465515164143e-01 2.418853731273408868041815194668176196602891496935609811528806718048973541287695e-01 1
-1.092656250000000000000000000000000000000000000000000000000000000000000000000053e-01 -1.014609375000000000000000000000000000000000000000000000000000000000000000000016e-01 2.418853731273408868041815194668176196602891496935609811528806718048973541287674e-01 2.459681760617025967500151045425263928748703217222654045622515306490481567411204e-01 1
-1.014609375000000000000000000000000000000000000000000000000000000000000000000026e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 2.378025701929791768583479343911088464457079776648565577435098129607465515164143e-01 2.418853731273408868041815194668176196602891496935609811528806718048973541287695e-01 1
-1.014609375000000000000000000000000000000000000000000000000000000000000000000026e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 2.418853731273408868041815194668176196602891496935609811528806718048973541287674e-01 2.459681760617025967500151045425263928748703217222654045622515306490481567411204e-01 0
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -1.092656250000000000000000000000000000000000000000000000000000000000000000000032e-01 2.459681760617025967500151045425263928748703217222654045622515306490481567411183e-01 2.541337819304260166416822746939439393040326657796742513809932483373497619658309e-01 1
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -1.170703125000000000000000000000000000000000000000000000000000000000000000000026e-01 2.541337819304260166416822746939439393040326657796742513809932483373497619658266e-01 2.58216584864787726587515859769652712518613837808378674790364107181500564578184e-01 1
-1.248750000000000000000000000000000000000000000000000000000000000000000000000042e-01 -1.170703125000000000000000000000000000000000000000000000000000000000000000000026e-01 2.582165848647877265875158597696527125186138378083786747903641071815005645781797e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905284e-01 1
-1.170703125000000000000000000000000000000000000000000000000000000000000000000037e-01 -1.092656250000000000000000000000000000000000000000000000000000000000000000000032e-01 2.541337819304260166416822746939439393040326657796742513809932483373497619658266e-01 2.58216584864787726587515859769652712518613837808378674790364107181500564578184e-01 0
-1.170703125000000000000000000000000000000000000000000000000000000000000000000037e-01 -1.092656250000000000000000000000000000000000000000000000000000000000000000000032e-01 2.582165848647877265875158597696527125186138378083786747903641071815005645781797e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905284e-01 0
-1.092656250000000000000000000000000000000000000000000000000000000000000000000053e-01 -1.014609375000000000000000000000000000000000000000000000000000000000000000000016e-01 2.459681760617025967500151045425263928748703217222654045622515306490481567411183e-01 2.500509789960643066958486896182351660894514937509698279716223894931989593534778e-01 1
-1.092656250000000000000000000000000000000000000000000000000000000000000000000053e-01 -1.014609375000000000000000000000000000000000000000000000000000000000000000000016e-01 2.500509789960643066958486896182351660894514937509698279716223894931989593534735e-01 2.541337819304260166416822746939439393040326657796742513809932483373497619658309e-01 0
-1.014609375000000000000000000000000000000000000000000000000000000000000000000026e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 2.459681760617025967500151045425263928748703217222654045622515306490481567411183e-01 2.500509789960643066958486896182351660894514937509698279716223894931989593534778e-01 0
-1.014609375000000000000000000000000000000000000000000000000000000000000000000026e-01 -9.365625000000000000000000000000000000000000000000000000000000000000000000000211e-02 2.500509789960643066958486896182351660894514937509698279716223894931989593534735e-01 2.541337819304260166416822746939439393040326657796742513809932483373497619658309e-01 0
-1.092656250000000000000000000000000000000000000000000000000000000000000000000053e-01 -1.014609375000000000000000000000000000000000000000000000000000000000000000000016e-01 2.541337819304260166416822746939439393040326657796742513809932483373497619658266e-01 2.58216584864787726587515859769652712518613837808378674790364107181500564578184e-01 0
-1.092656250000000000000000000000000000000000000000000000000000000000000000000053e-01 -1.014609375000000000000000000000000000000000000000000000000000000000000000000016e-01 2.582165848647877265875158597696527125186138378083786747903641071815005645781797e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905284e-01 0
-9.365625000000000000000000000000000000000000000000000000000000000000000000000535e-02 -8.585156250000000000000000000000000000000000000000000000000000000000000000000157e-02 2.296369643242557569666807642396913000165456336074477109247680952724449462917103e-01 2.337197672586174669125143493154000732311268056361521343341389541165957489040655e-01 1
-9.365625000000000000000000000000000000000000000000000000000000000000000000000535e-02 -8.585156250000000000000000000000000000000000000000000000000000000000000000000157e-02 2.337197672586174669125143493154000732311268056361521343341389541165957489040634e-01 2.378025701929791768583479343911088464457079776648565577435098129607465515164164e-01 0
-8.585156250000000000000000000000000000000000000000000000000000000000000000000265e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000212e-02 2.296369643242557569666807642396913000165456336074477109247680952724449462917103e-01 2.337197672586174669125143493154000732311268056361521343341389541165957489040655e-01 0
-8.585156250000000000000000000000000000000000000000000000000000000000000000000265e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000212e-02 2.337197672586174669125143493154000732311268056361521343341389541165957489040634e-01 2.378025701929791768583479343911088464457079776648565577435098129607465515164164e-01 0
-9.365625000000000000000000000000000000000000000000000000000000000000000000000535e-02 -8.585156250000000000000000000000000000000000000000000000000000000000000000000157e-02 2.378025701929791768583479343911088464457079776648565577435098129607465515164143e-01 2.418853731273408868041815194668176196602891496935609811528806718048973541287695e-01 0
-9.365625000000000000000000000000000000000000000000000000000000000000000000000535e-02 -8.585156250000000000000000000000000000000000000000000000000000000000000000000157e-02 2.418853731273408868041815194668176196602891496935609811528806718048973541287674e-01 2.459681760617025967500151045425263928748703217222654045622515306490481567411204e-01 0
-8.585156250000000000000000000000000000000000000000000000000000000000000000000265e-02 -7.804687500000000000000000000000000000000000000000000000000000000000000000000212e-02 2.378025701929791768583479343911088464457079776648565577435098129607465515164143e-01 2.418853731273408868041815194668176196602891496935609811528806718048973541287695e-01 0
-7.804687500000000000000000000000000000000000000000000000000000000000000000000427e-02 -7.02421875000000000000000000000000000000000000000000000000000000000000000000005e-02 2.296369643242557569666807642396913000165456336074477109247680952724449462917103e-01 2.337197672586174669125143493154000732311268056361521343341389541165957489040655e-01 0
-9.365625000000000000000000000000000000000000000000000000000000000000000000000535e-02 -8.585156250000000000000000000000000000000000000000000000000000000000000000000157e-02 2.459681760617025967500151045425263928748703217222654045622515306490481567411183e-01 2.500509789960643066958486896182351660894514937509698279716223894931989593534778e-01 0
-6.243750000000000000000000000000000000000000000000000000000000000000000000000212e-02 -5.463281250000000000000000000000000000000000000000000000000000000000000000000105e-02 1.969745408493620774000120836340211142998962573778123236498012245192385253928965e-01 2.010573437837237873458456687097298875144774294065167470591720833633893280052495e-01 1
-6.243750000000000000000000000000000000000000000000000000000000000000000000000212e-02 -5.463281250000000000000000000000000000000000000000000000000000000000000000000105e-02 2.010573437837237873458456687097298875144774294065167470591720833633893280052474e-01 2.051401467180854972916792537854386607290586014352211704685429422075401306176026e-01 1
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-02 -4.682812499999999999999999999999999999999999999999999999999999999999999999999997e-02 1.969745408493620774000120836340211142998962573778123236498012245192385253928965e-01 2.010573437837237873458456687097298875144774294065167470591720833633893280052495e-01 1
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-02 -4.682812499999999999999999999999999999999999999999999999999999999999999999999997e-02 2.010573437837237873458456687097298875144774294065167470591720833633893280052474e-01 2.051401467180854972916792537854386607290586014352211704685429422075401306176026e-01 0
-6.243750000000000000000000000000000000000000000000000000000000000000000000000212e-02 -5.463281250000000000000000000000000000000000000000000000000000000000000000000105e-02 2.051401467180854972916792537854386607290586014352211704685429422075401306176005e-01 2.092229496524472072375128388611474339436397734639255938779138010516909332299535e-01 1
-6.243750000000000000000000000000000000000000000000000000000000000000000000000212e-02 -5.463281250000000000000000000000000000000000000000000000000000000000000000000105e-02 2.092229496524472072375128388611474339436397734639255938779138010516909332299514e-01 2.133057525868089171833464239368562071582209454926300172872846598958417358423066e-01 0
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-02 -4.682812499999999999999999999999999999999999999999999999999999999999999999999997e-02 2.051401467180854972916792537854386607290586014352211704685429422075401306176005e-01 2.092229496524472072375128388611474339436397734639255938779138010516909332299535e-01 0
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-02 -4.682812499999999999999999999999999999999999999999999999999999999999999999999997e-02 2.092229496524472072375128388611474339436397734639255938779138010516909332299514e-01 2.133057525868089171833464239368562071582209454926300172872846598958417358423066e-01 0
-4.682812500000000000000000000000000000000000000000000000000000000000000000000105e-02 -3.902343750000000000000000000000000000000000000000000000000000000000000000000052e-02 1.969745408493620774000120836340211142998962573778123236498012245192385253928965e-01 2.010573437837237873458456687097298875144774294065167470591720833633893280052495e-01 0
-4.682812500000000000000000000000000000000000000000000000000000000000000000000105e-02 -3.902343750000000000000000000000000000000000000000000000000000000000000000000052e-02 2.010573437837237873458456687097298875144774294065167470591720833633893280052474e-01 2.051401467180854972916792537854386607290586014352211704685429422075401306176026e-01 0
-3.902343750000000000000000000000000000000000000000000000000000000000000000000106e-02 -3.121875000000000000000000000000000000000000000000000000000000000000000000000025e-02 1.969745408493620774000120836340211142998962573778123236498012245192385253928965e-01 2.010573437837237873458456687097298875144774294065167470591720833633893280052495e-01 0
-3.902343750000000000000000000000000000000000000000000000000000000000000000000106e-02 -3.121875000000000000000000000000000000000000000000000000000000000000000000000025e-02 2.010573437837237873458456687097298875144774294065167470591720833633893280052474e-01 2.051401467180854972916792537854386607290586014352211704685429422075401306176026e-01 0
-4.682812500000000000000000000000000000000000000000000000000000000000000000000105e-02 -3.902343750000000000000000000000000000000000000000000000000000000000000000000052e-02 2.051401467180854972916792537854386607290586014352211704685429422075401306176005e-01 2.092229496524472072375128388611474339436397734639255938779138010516909332299535e-01 0
-6.243750000000000000000000000000000000000000000000000000000000000000000000000212e-02 -5.463281250000000000000000000000000000000000000000000000000000000000000000000105e-02 2.133057525868089171833464239368562071582209454926300172872846598958417358423045e-01 2.173885555211706271291800090125649803728021175213344406966555187399925384546575e-01 0
-6.243750000000000000000000000000000000000000000000000000000000000000000000000212e-02 -5.463281250000000000000000000000000000000000000000000000000000000000000000000105e-02 2.173885555211706271291800090125649803728021175213344406966555187399925384546554e-01 2.214713584555323370750135940882737535873832895500388641060263775841433410670106e-01 0
-5.463281250000000000000000000000000000000000000000000000000000000000000000000159e-02 -4.682812499999999999999999999999999999999999999999999999999999999999999999999997e-02 2.133057525868089171833464239368562071582209454926300172872846598958417358423045e-01 2.173885555211706271291800090125649803728021175213344406966555187399925384546575e-01 0
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -4.9169531250000000000000000000000000000000000000000000000000000000000000000001e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905198e-01 2.663821907335111464791830299210702589477761818657875216091058248698021698028815e-01 0
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -4.9169531250000000000000000000000000000000000000000000000000000000000000000001e-01 2.663821907335111464791830299210702589477761818657875216091058248698021698028772e-01 2.704649936678728564250166149967790321623573538944919450184766837139529724152346e-01 0
-4.916953125000000000000000000000000000000000000000000000000000000000000000000143e-01 -4.838906250000000000000000000000000000000000000000000000000000000000000000000073e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905198e-01 2.663821907335111464791830299210702589477761818657875216091058248698021698028815e-01 0
-4.916953125000000000000000000000000000000000000000000000000000000000000000000143e-01 -4.838906250000000000000000000000000000000000000000000000000000000000000000000073e-01 2.663821907335111464791830299210702589477761818657875216091058248698021698028772e-01 2.704649936678728564250166149967790321623573538944919450184766837139529724152346e-01 1
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -4.9169531250000000000000000000000000000000000000000000000000000000000000000001e-01 2.70464993667872856425016614996779032162357353894491945018476683713952972415226e-01 2.74547796602234566370850200072487805376938525923196368427847542558103775027579e-01 0
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -4.9169531250000000000000000000000000000000000000000000000000000000000000000001e-01 2.745477966022345663708502000724878053769385259231963684278475425581037750275747e-01 2.786305995365962763166837851481965785915196979519007918372184014022545776399321e-01 1
-4.916953125000000000000000000000000000000000000000000000000000000000000000000143e-01 -4.838906250000000000000000000000000000000000000000000000000000000000000000000073e-01 2.70464993667872856425016614996779032162357353894491945018476683713952972415226e-01 2.74547796602234566370850200072487805376938525923196368427847542558103775027579e-01 1
-4.916953125000000000000000000000000000000000000000000000000000000000000000000143e-01 -4.838906250000000000000000000000000000000000000000000000000000000000000000000073e-01 2.745477966022345663708502000724878053769385259231963684278475425581037750275747e-01 2.786305995365962763166837851481965785915196979519007918372184014022545776399321e-01 1
-4.838906250000000000000000000000000000000000000000000000000000000000000000000159e-01 -4.682812500000000000000000000000000000000000000000000000000000000000000000000149e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905198e-01 2.704649936678728564250166149967790321623573538944919450184766837139529724152303e-01 1
-4.838906250000000000000000000000000000000000000000000000000000000000000000000159e-01 -4.682812500000000000000000000000000000000000000000000000000000000000000000000149e-01 2.70464993667872856425016614996779032162357353894491945018476683713952972415226e-01 2.786305995365962763166837851481965785915196979519007918372184014022545776399321e-01 1
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -4.682812500000000000000000000000000000000000000000000000000000000000000000000149e-01 2.786305995365962763166837851481965785915196979519007918372184014022545776399278e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893444e-01 1
-4.682812500000000000000000000000000000000000000000000000000000000000000000000192e-01 -4.370625000000000000000000000000000000000000000000000000000000000000000000000084e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905198e-01 2.786305995365962763166837851481965785915196979519007918372184014022545776399321e-01 1
-4.682812500000000000000000000000000000000000000000000000000000000000000000000192e-01 -4.370625000000000000000000000000000000000000000000000000000000000000000000000084e-01 2.786305995365962763166837851481965785915196979519007918372184014022545776399278e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893444e-01 1
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -4.370625000000000000000000000000000000000000000000000000000000000000000000000084e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893401e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881604e-01 1
-4.370625000000000000000000000000000000000000000000000000000000000000000000000127e-01 -3.746249999999999999999999999999999999999999999999999999999999999999999999999998e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905198e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893444e-01 1
-4.370625000000000000000000000000000000000000000000000000000000000000000000000127e-01 -3.746249999999999999999999999999999999999999999999999999999999999999999999999998e-01 2.949618112740431161000181254510316714498443860667184854747018367788577880893401e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881604e-01 1
-4.995000000000000000000000000000000000000000000000000000000000000000000000000213e-01 -3.746250000000000000000000000000000000000000000000000000000000000000000000000041e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-3.746250000000000000000000000000000000000000000000000000000000000000000000000084e-01 -2.497500000000000000000000000000000000000000000000000000000000000000000000000042e-01 2.622993877991494365333494448453614857331950098370830981997349660256513671905198e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881604e-01 1
-3.746250000000000000000000000000000000000000000000000000000000000000000000000084e-01 -3.121874999999999999999999999999999999999999999999999999999999999999999999999998e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 1
-3.746250000000000000000000000000000000000000000000000000000000000000000000000084e-01 -3.121874999999999999999999999999999999999999999999999999999999999999999999999998e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-3.121875000000000000000000000000000000000000000000000000000000000000000000000041e-01 -2.497500000000000000000000000000000000000000000000000000000000000000000000000042e-01 3.276242347489367956666868060567018571664937622963538727496687075320642089881561e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869807e-01 1
-3.121875000000000000000000000000000000000000000000000000000000000000000000000041e-01 -2.809687499999999999999999999999999999999999999999999999999999999999999999999977e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 1
-3.121875000000000000000000000000000000000000000000000000000000000000000000000041e-01 -2.809687499999999999999999999999999999999999999999999999999999999999999999999977e-01 3.766178699612773150166898269652071357414678266408069536621190136618738403363887e-01 3.92949081698724154800024167268042228599792514755624647299602449038477050785801e-01 1
-2.80968750000000000000000000000000000000000000000000000000000000000000000000002e-01 -2.653593749999999999999999999999999999999999999999999999999999999999999999999966e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116912e-01 1
-2.80968750000000000000000000000000000000000000000000000000000000000000000000002e-01 -2.653593749999999999999999999999999999999999999999999999999999999999999999999966e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 1
-2.653593750000000000000000000000000000000000000000000000000000000000000000000009e-01 -2.497500000000000000000000000000000000000000000000000000000000000000000000000042e-01 3.602866582238304752333554866623720428831431385259892600246355782852706298869764e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116912e-01 1
-2.653593750000000000000000000000000000000000000000000000000000000000000000000009e-01 -2.575546875000000000000000000000000000000000000000000000000000000000000000000026e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240399e-01 1
-2.653593750000000000000000000000000000000000000000000000000000000000000000000009e-01 -2.575546875000000000000000000000000000000000000000000000000000000000000000000026e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240356e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 1
-2.575546875000000000000000000000000000000000000000000000000000000000000000000069e-01 -2.497500000000000000000000000000000000000000000000000000000000000000000000000042e-01 3.684522640925538951250226568137895893123054825833981068433772959735722351116869e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240399e-01 1
-2.575546875000000000000000000000000000000000000000000000000000000000000000000069e-01 -2.497500000000000000000000000000000000000000000000000000000000000000000000000042e-01 3.725350670269156050708562418894983625268866546121025302527481548177230377240356e-01 3.76617869961277315016689826965207135741467826640806953662119013661873840336393e-01 0
