0 0
3.14159265358 0
6.28318530716 0
0 3.14159265358
6.28318530716 3.14159265358
0 6.28318530716
3.14159265358 6.28318530716
6.28318530716 6.28318530716
1.59702199920417639109e-15 1.32812164615400595338e+00
6.24026526990418515921e-01 1.24805305398083698381e+00
1.32812164615400462556e+00 1.32812164615400595826e+00
2.16423335353272915582e+00 1.54020682654230769754e+00
3.14159265358978931327e+00 1.81347100743578577441e+00
4.11895195364686135964e+00 1.95471860011413601154e+00
5.6591587801891650427e+00 1.5402068265423077821e+00
4.95506366102558322645e+00 1.81347100743578576031e+00
1.44675670867030748692e+00 2.89351341734061153453e+00
5.90357518582144800416e-16 3.14159265358979300931e+00
3.14159265358979291477e+00 3.14159265358979301018e+00
4.8364285985092793441e+00 3.38967188983897467795e+00
1.32812164615401592197e+00 4.46971429974379647369e+00
4.79901097189914965116e-15 4.95506366102557866543e+00
6.24026526990410695245e-01 4.74297848063728284731e+00
2.16423335353272550184e+00 4.32846670706545029288e+00
3.14159265358978132812e+00 4.46971429974379648366e+00
4.11895195364687310546e+00 4.74297848063728290586e+00
4.95506366102557470376e+00 4.95506366102557868495e+00
5.65915878018916824457e+00 5.0351322531987491569e+00
